Date,0.0
3/24/17,0.0
3/24/17,0.0
4/9/17,-0.14166666666666666
4/11/17,-0.07142857142857144
4/11/17,0.0
4/12/17,0.1
4/12/17,0.5
4/12/17,0.0
4/12/17,0.5
4/12/17,0.0
4/12/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.13636363636363635
4/13/17,-0.2
4/13/17,-0.09375
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.2
4/13/17,-0.25
4/13/17,0.011904761904761899
4/13/17,-0.2
4/13/17,0.0
4/13/17,-0.1
4/13/17,0.0
4/13/17,0.125
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.2
4/13/17,-0.05454545454545456
4/13/17,0.0
4/13/17,-0.125
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.125
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.4
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.25
4/13/17,0.0
4/13/17,0.0
4/13/17,0.13636363636363635
4/13/17,0.4
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.2
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.025
4/13/17,0.0
4/13/17,0.17222222222222222
4/13/17,-0.05
4/13/17,0.0
4/13/17,1.0
4/13/17,0.06818181818181818
4/13/17,0.0
4/13/17,0.0
4/13/17,0.2
4/13/17,-0.4
4/13/17,0.0
4/13/17,0.13636363636363635
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.0
4/13/17,0.125
4/13/17,0.13636363636363635
4/13/17,0.5
4/13/17,0.0
4/13/17,0.25
4/13/17,0.0
4/13/17,-0.2
4/13/17,0.15625
4/13/17,0.0
4/13/17,0.0
4/13/17,-0.07777777777777779
4/13/17,-0.15714285714285714
4/13/17,0.5
4/13/17,0.0
4/13/17,0.0
